start,end,value,accn,fy,fp,form,metric,CIK,CompanyName
2025-01-01,2025-03-30,-130000000,0000040533-25-000014,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0000040533,General Dynamics
2025-01-01,2025-06-29,-216000000,0000040533-25-000035,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0000040533,General Dynamics
2025-01-01,2025-03-30,-175000000,0000040533-25-000014,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0000040533,General Dynamics
2025-01-01,2025-06-29,-1403000000,0000040533-25-000035,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0000040533,General Dynamics
2025-01-01,2025-03-30,142000000,0000040533-25-000014,2025,Q1,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000040533,General Dynamics
2025-01-01,2025-06-29,340000000,0000040533-25-000035,2025,Q2,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000040533,General Dynamics
2025-01-01,2025-03-30,1143000000,0000040533-25-000014,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0000040533,General Dynamics
2025-01-01,2025-06-29,2731000000,0000040533-25-000035,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000040533,General Dynamics
2025-01-01,2025-03-31,5954000000,0000066740-25-000039,2025,Q1,10-Q,Revenues,0000066740,3M
2025-01-01,2025-06-30,12298000000,0000066740-25-000063,2025,Q2,10-Q,Revenues,0000066740,3M
2025-04-01,2025-06-30,6344000000,0000066740-25-000063,2025,Q2,10-Q,Revenues,0000066740,3M
2025-01-01,2025-03-31,3478000000,0000066740-25-000039,2025,Q1,10-Q,CostOfRevenue,0000066740,3M
2025-01-01,2025-06-30,7124000000,0000066740-25-000063,2025,Q2,10-Q,CostOfRevenue,0000066740,3M
2025-04-01,2025-06-30,3646000000,0000066740-25-000063,2025,Q2,10-Q,CostOfRevenue,0000066740,3M
2025-01-01,2025-03-31,1246000000,0000066740-25-000039,2025,Q1,10-Q,OperatingIncomeLoss,0000066740,3M
2025-01-01,2025-06-30,2386000000,0000066740-25-000063,2025,Q2,10-Q,OperatingIncomeLoss,0000066740,3M
2025-04-01,2025-06-30,1140000000,0000066740-25-000063,2025,Q2,10-Q,OperatingIncomeLoss,0000066740,3M
2025-01-01,2025-03-31,1116000000,0000066740-25-000039,2025,Q1,10-Q,NetIncomeLoss,0000066740,3M
2025-01-01,2025-06-30,1839000000,0000066740-25-000063,2025,Q2,10-Q,NetIncomeLoss,0000066740,3M
2025-04-01,2025-06-30,723000000,0000066740-25-000063,2025,Q2,10-Q,NetIncomeLoss,0000066740,3M
2025-01-01,2025-03-31,265000000,0000066740-25-000039,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0000066740,3M
2025-01-01,2025-06-30,510000000,0000066740-25-000063,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000066740,3M
2025-04-01,2025-06-30,245000000,0000066740-25-000063,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000066740,3M
2025-01-01,2025-03-31,290000000,0000066740-25-000039,2025,Q1,10-Q,DepreciationDepletionAndAmortization,0000066740,3M
2025-01-01,2025-06-30,580000000,0000066740-25-000063,2025,Q2,10-Q,DepreciationDepletionAndAmortization,0000066740,3M
2025-01-01,2025-03-31,-79000000,0000066740-25-000039,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0000066740,3M
2025-01-01,2025-06-30,-1033000000,0000066740-25-000063,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0000066740,3M
2025-01-01,2025-03-31,1220000000,0000066740-25-000039,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0000066740,3M
2025-01-01,2025-06-30,1290000000,0000066740-25-000063,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0000066740,3M
2025-01-01,2025-03-31,-422000000,0000066740-25-000039,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0000066740,3M
2025-01-01,2025-06-30,-2191000000,0000066740-25-000063,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0000066740,3M
2025-01-01,2025-03-31,236000000,0000066740-25-000039,2025,Q1,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000066740,3M
2025-01-01,2025-06-30,444000000,0000066740-25-000063,2025,Q2,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000066740,3M
2025-01-01,2025-03-31,139000000,0000066740-25-000039,2025,Q1,10-Q,NonoperatingIncomeExpense,0000066740,3M
2025-01-01,2025-06-30,-78000000,0000066740-25-000063,2025,Q2,10-Q,NonoperatingIncomeExpense,0000066740,3M
2025-04-01,2025-06-30,-217000000,0000066740-25-000063,2025,Q2,10-Q,NonoperatingIncomeExpense,0000066740,3M
2025-01-01,2025-03-31,1316000000,0000066740-25-000039,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0000066740,3M
2025-01-01,2025-06-30,2344000000,0000066740-25-000063,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000066740,3M
2025-04-01,2025-06-30,1028000000,0000066740-25-000063,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000066740,3M
2025-01-01,2025-03-31,945000000,0000066740-25-000039,2025,Q1,10-Q,SellingGeneralAndAdministrativeExpense,0000066740,3M
2025-01-01,2025-06-30,2212000000,0000066740-25-000063,2025,Q2,10-Q,SellingGeneralAndAdministrativeExpense,0000066740,3M
2025-04-01,2025-06-30,1267000000,0000066740-25-000063,2025,Q2,10-Q,SellingGeneralAndAdministrativeExpense,0000066740,3M
2025-01-01,2025-03-31,9468000000,0001133421-25-000023,2025,Q1,10-Q,Revenues,0001133421,Northrop Grumman
2025-01-01,2025-06-30,19819000000,0001133421-25-000049,2025,Q2,10-Q,Revenues,0001133421,Northrop Grumman
2025-04-01,2025-06-30,10351000000,0001133421-25-000049,2025,Q2,10-Q,Revenues,0001133421,Northrop Grumman
2025-01-01,2025-03-31,573000000,0001133421-25-000023,2025,Q1,10-Q,OperatingIncomeLoss,0001133421,Northrop Grumman
2025-01-01,2025-06-30,1998000000,0001133421-25-000049,2025,Q2,10-Q,OperatingIncomeLoss,0001133421,Northrop Grumman
2025-04-01,2025-06-30,1425000000,0001133421-25-000049,2025,Q2,10-Q,OperatingIncomeLoss,0001133421,Northrop Grumman
2025-01-01,2025-03-31,481000000,0001133421-25-000023,2025,Q1,10-Q,NetIncomeLoss,0001133421,Northrop Grumman
2025-01-01,2025-06-30,1655000000,0001133421-25-000049,2025,Q2,10-Q,NetIncomeLoss,0001133421,Northrop Grumman
2025-04-01,2025-06-30,1174000000,0001133421-25-000049,2025,Q2,10-Q,NetIncomeLoss,0001133421,Northrop Grumman
2025-01-01,2025-03-31,97000000,0001133421-25-000023,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0001133421,Northrop Grumman
2025-01-01,2025-06-30,350000000,0001133421-25-000049,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0001133421,Northrop Grumman
2025-04-01,2025-06-30,253000000,0001133421-25-000049,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0001133421,Northrop Grumman
2025-01-01,2025-03-31,337000000,0001133421-25-000023,2025,Q1,10-Q,DepreciationDepletionAndAmortization,0001133421,Northrop Grumman
2025-01-01,2025-06-30,687000000,0001133421-25-000049,2025,Q2,10-Q,DepreciationDepletionAndAmortization,0001133421,Northrop Grumman
2025-04-01,2025-06-30,350000000,0001133421-25-000049,2025,Q2,10-Q,DepreciationDepletionAndAmortization,0001133421,Northrop Grumman
2025-01-01,2025-03-31,-1565000000,0001133421-25-000023,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0001133421,Northrop Grumman
2025-01-01,2025-06-30,-697000000,0001133421-25-000049,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0001133421,Northrop Grumman
2025-01-01,2025-03-31,-252000000,0001133421-25-000023,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0001133421,Northrop Grumman
2025-01-01,2025-06-30,-191000000,0001133421-25-000049,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0001133421,Northrop Grumman
2025-01-01,2025-03-31,-851000000,0001133421-25-000023,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0001133421,Northrop Grumman
2025-01-01,2025-06-30,-1566000000,0001133421-25-000049,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0001133421,Northrop Grumman
2025-01-01,2025-03-31,256000000,0001133421-25-000023,2025,Q1,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0001133421,Northrop Grumman
2025-01-01,2025-06-30,487000000,0001133421-25-000049,2025,Q2,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0001133421,Northrop Grumman
2025-04-01,2025-06-30,231000000,0001133421-25-000049,2025,Q2,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0001133421,Northrop Grumman
2025-01-01,2025-03-31,156000000,0001133421-25-000023,2025,Q1,10-Q,InterestAndDebtExpense,0001133421,Northrop Grumman
2025-01-01,2025-06-30,329000000,0001133421-25-000049,2025,Q2,10-Q,InterestAndDebtExpense,0001133421,Northrop Grumman
2025-04-01,2025-06-30,173000000,0001133421-25-000049,2025,Q2,10-Q,InterestAndDebtExpense,0001133421,Northrop Grumman
2025-01-01,2025-03-31,491000000,0001133421-25-000023,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0001133421,Northrop Grumman
2025-01-01,2025-06-30,1683000000,0001133421-25-000049,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0001133421,Northrop Grumman
2025-04-01,2025-06-30,1192000000,0001133421-25-000049,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0001133421,Northrop Grumman
2025-01-01,2025-03-31,8895000000,0001133421-25-000023,2025,Q1,10-Q,OperatingExpenses,0001133421,Northrop Grumman
2025-01-01,2025-06-30,18052000000,0001133421-25-000049,2025,Q2,10-Q,OperatingExpenses,0001133421,Northrop Grumman
2025-04-01,2025-06-30,9157000000,0001133421-25-000049,2025,Q2,10-Q,OperatingExpenses,0001133421,Northrop Grumman
2025-01-01,2025-03-31,2794000000,0001026214-25-000060,2025,Q1,10-Q,NetIncomeLoss,0001026214,Freddie Mac
2025-01-01,2025-06-30,5181000000,0001026214-25-000086,2025,Q2,10-Q,NetIncomeLoss,0001026214,Freddie Mac
2025-04-01,2025-06-30,2387000000,0001026214-25-000086,2025,Q2,10-Q,NetIncomeLoss,0001026214,Freddie Mac
2025-01-01,2025-03-31,-34000000,0001026214-25-000060,2025,Q1,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0001026214,Freddie Mac
2025-01-01,2025-06-30,-55000000,0001026214-25-000086,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0001026214,Freddie Mac
2025-04-01,2025-06-30,-21000000,0001026214-25-000086,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0001026214,Freddie Mac
2025-01-01,2025-03-31,5102000000,0001026214-25-000060,2025,Q1,10-Q,InterestIncomeExpenseNet,0001026214,Freddie Mac
2025-01-01,2025-06-30,10401000000,0001026214-25-000086,2025,Q2,10-Q,InterestIncomeExpenseNet,0001026214,Freddie Mac
2025-04-01,2025-06-30,5299000000,0001026214-25-000086,2025,Q2,10-Q,InterestIncomeExpenseNet,0001026214,Freddie Mac
2025-01-01,2025-03-31,690000000,0001026214-25-000060,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0001026214,Freddie Mac
2025-01-01,2025-06-30,1278000000,0001026214-25-000086,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0001026214,Freddie Mac
2025-04-01,2025-06-30,588000000,0001026214-25-000086,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0001026214,Freddie Mac
2025-01-01,2025-03-31,3572000000,0001026214-25-000060,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0001026214,Freddie Mac
2025-01-01,2025-06-30,11715000000,0001026214-25-000086,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0001026214,Freddie Mac
2025-01-01,2025-03-31,6489000000,0001026214-25-000060,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0001026214,Freddie Mac
2025-01-01,2025-06-30,914000000,0001026214-25-000086,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0001026214,Freddie Mac
2025-01-01,2025-03-31,-10805000000,0001026214-25-000060,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0001026214,Freddie Mac
2025-01-01,2025-06-30,-13896000000,0001026214-25-000086,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0001026214,Freddie Mac
2025-01-01,2025-03-31,2828000000,0001026214-25-000060,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0001026214,Freddie Mac
2025-01-01,2025-06-30,5236000000,0001026214-25-000086,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0001026214,Freddie Mac
2025-04-01,2025-06-30,2408000000,0001026214-25-000086,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0001026214,Freddie Mac
2025-01-01,2025-03-31,20409000000,0000080661-25-000023,2025,Q1,10-Q,Revenues,0000080661,Progressive
2025-01-01,2025-06-30,42413000000,0000080661-25-000051,2025,Q2,10-Q,Revenues,0000080661,Progressive
2025-04-01,2025-06-30,22004000000,0000080661-25-000051,2025,Q2,10-Q,Revenues,0000080661,Progressive
2025-01-01,2025-03-31,2567000000,0000080661-25-000023,2025,Q1,10-Q,NetIncomeLoss,0000080661,Progressive
2025-01-01,2025-06-30,5742000000,0000080661-25-000051,2025,Q2,10-Q,NetIncomeLoss,0000080661,Progressive
2025-04-01,2025-06-30,3175000000,0000080661-25-000051,2025,Q2,10-Q,NetIncomeLoss,0000080661,Progressive
2025-01-01,2025-03-31,2567000000,0000080661-25-000023,2025,Q1,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000080661,Progressive
2025-01-01,2025-06-30,5742000000,0000080661-25-000051,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000080661,Progressive
2025-04-01,2025-06-30,3175000000,0000080661-25-000051,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000080661,Progressive
2025-01-01,2025-03-31,669000000,0000080661-25-000023,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0000080661,Progressive
2025-01-01,2025-06-30,1476000000,0000080661-25-000051,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000080661,Progressive
2025-04-01,2025-06-30,807000000,0000080661-25-000051,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000080661,Progressive
2025-01-01,2025-03-31,5143000000,0000080661-25-000023,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0000080661,Progressive
2025-01-01,2025-06-30,9183000000,0000080661-25-000051,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0000080661,Progressive
2025-01-01,2025-03-31,-2341000000,0000080661-25-000023,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0000080661,Progressive
2025-01-01,2025-06-30,-6381000000,0000080661-25-000051,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0000080661,Progressive
2025-01-01,2025-03-31,-2749000000,0000080661-25-000023,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0000080661,Progressive
2025-01-01,2025-06-30,-2821000000,0000080661-25-000051,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0000080661,Progressive
2025-01-01,2025-03-31,59000000,0000080661-25-000023,2025,Q1,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000080661,Progressive
2025-01-01,2025-06-30,161000000,0000080661-25-000051,2025,Q2,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000080661,Progressive
2025-01-01,2025-03-31,595000000,0000080661-25-000023,2025,Q1,10-Q,InvestmentIncomeNet,0000080661,Progressive
2025-01-01,2025-06-30,1844000000,0000080661-25-000051,2025,Q2,10-Q,InvestmentIncomeNet,0000080661,Progressive
2025-04-01,2025-06-30,1249000000,0000080661-25-000051,2025,Q2,10-Q,InvestmentIncomeNet,0000080661,Progressive
2025-01-01,2025-03-31,3466000000,0000080661-25-000023,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0000080661,Progressive
2025-01-01,2025-06-30,7070000000,0000080661-25-000051,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000080661,Progressive
2025-04-01,2025-06-30,3604000000,0000080661-25-000051,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000080661,Progressive
2025-01-01,2025-03-28,11129000000,0000021344-25-000029,2025,Q1,10-Q,Revenues,0000021344,Coca-Cola
2025-01-01,2025-06-27,23664000000,0000021344-25-000061,2025,Q2,10-Q,Revenues,0000021344,Coca-Cola
2025-01-01,2025-03-28,3659000000,0000021344-25-000029,2025,Q1,10-Q,OperatingIncomeLoss,0000021344,Coca-Cola
2025-01-01,2025-06-27,7939000000,0000021344-25-000061,2025,Q2,10-Q,OperatingIncomeLoss,0000021344,Coca-Cola
2025-01-01,2025-03-28,6966000000,0000021344-25-000029,2025,Q1,10-Q,GrossProfit,0000021344,Coca-Cola
2025-01-01,2025-06-27,14787000000,0000021344-25-000061,2025,Q2,10-Q,GrossProfit,0000021344,Coca-Cola
2025-01-01,2025-03-28,3330000000,0000021344-25-000029,2025,Q1,10-Q,NetIncomeLoss,0000021344,Coca-Cola
2025-01-01,2025-06-27,7140000000,0000021344-25-000061,2025,Q2,10-Q,NetIncomeLoss,0000021344,Coca-Cola
2025-01-01,2025-03-28,387000000,0000021344-25-000029,2025,Q1,10-Q,InterestExpense,0000021344,Coca-Cola
2025-01-01,2025-06-27,832000000,0000021344-25-000061,2025,Q2,10-Q,InterestExpense,0000021344,Coca-Cola
2025-01-01,2025-03-28,722000000,0000021344-25-000029,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0000021344,Coca-Cola
2025-01-01,2025-06-27,1715000000,0000021344-25-000061,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000021344,Coca-Cola
2025-01-01,2025-03-28,267000000,0000021344-25-000029,2025,Q1,10-Q,DepreciationDepletionAndAmortization,0000021344,Coca-Cola
2025-01-01,2025-06-27,546000000,0000021344-25-000061,2025,Q2,10-Q,DepreciationDepletionAndAmortization,0000021344,Coca-Cola
2025-01-01,2025-03-28,-5202000000,0000021344-25-000029,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0000021344,Coca-Cola
2025-01-01,2025-06-27,-1391000000,0000021344-25-000061,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0000021344,Coca-Cola
2025-01-01,2025-03-28,-1067000000,0000021344-25-000029,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0000021344,Coca-Cola
2025-01-01,2025-06-27,-278000000,0000021344-25-000061,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0000021344,Coca-Cola
2025-01-01,2025-03-28,3432000000,0000021344-25-000029,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0000021344,Coca-Cola
2025-01-01,2025-06-27,52000000,0000021344-25-000061,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0000021344,Coca-Cola
2025-01-01,2025-03-28,309000000,0000021344-25-000029,2025,Q1,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000021344,Coca-Cola
2025-01-01,2025-06-27,751000000,0000021344-25-000061,2025,Q2,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000021344,Coca-Cola
2025-01-01,2025-03-28,3691000000,0000021344-25-000029,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0000021344,Coca-Cola
2025-01-01,2025-06-27,8225000000,0000021344-25-000061,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000021344,Coca-Cola
2025-01-01,2025-03-28,3234000000,0000021344-25-000029,2025,Q1,10-Q,SellingGeneralAndAdministrativeExpense,0000021344,Coca-Cola
2025-01-01,2025-06-27,6704000000,0000021344-25-000061,2025,Q2,10-Q,SellingGeneralAndAdministrativeExpense,0000021344,Coca-Cola
2025-01-01,2025-03-28,4163000000,0000021344-25-000029,2025,Q1,10-Q,CostOfGoodsAndServicesSold,0000021344,Coca-Cola
2025-01-01,2025-06-27,8877000000,0000021344-25-000061,2025,Q2,10-Q,CostOfGoodsAndServicesSold,0000021344,Coca-Cola
2025-01-01,2025-03-31,1693000000,0001628280-25-021090,2025,Q1,10-Q,OperatingIncomeLoss,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,3745000000,0001628280-25-036720,2025,Q2,10-Q,OperatingIncomeLoss,0000001800,Abbott Laboratories
2025-04-01,2025-06-30,2052000000,0001628280-25-036720,2025,Q2,10-Q,OperatingIncomeLoss,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,1325000000,0001628280-25-021090,2025,Q1,10-Q,NetIncomeLoss,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,3104000000,0001628280-25-036720,2025,Q2,10-Q,NetIncomeLoss,0000001800,Abbott Laboratories
2025-04-01,2025-06-30,1779000000,0001628280-25-036720,2025,Q2,10-Q,NetIncomeLoss,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,1300000000,0001628280-25-021090,2025,Q1,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,3100000000,0001628280-25-036720,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000001800,Abbott Laboratories
2025-04-01,2025-06-30,1800000000,0001628280-25-036720,2025,Q2,10-Q,NetIncomeLossAvailableToCommonStockholdersBasic,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,453000000,0001628280-25-021090,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,824000000,0001628280-25-036720,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000001800,Abbott Laboratories
2025-04-01,2025-06-30,371000000,0001628280-25-036720,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,1417000000,0001628280-25-021090,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,3464000000,0001628280-25-036720,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,-470000000,0001628280-25-021090,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,-1052000000,0001628280-25-036720,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,-2055000000,0001628280-25-021090,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,-3152000000,0001628280-25-036720,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,484000000,0001628280-25-021090,2025,Q1,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,986000000,0001628280-25-036720,2025,Q2,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,1814000000,0001628280-25-021090,2025,Q1,10-Q,ComprehensiveIncomeNetOfTax,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,4434000000,0001628280-25-036720,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000001800,Abbott Laboratories
2025-04-01,2025-06-30,2620000000,0001628280-25-036720,2025,Q2,10-Q,ComprehensiveIncomeNetOfTax,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,3061000000,0001628280-25-021090,2025,Q1,10-Q,SellingGeneralAndAdministrativeExpense,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,6152000000,0001628280-25-036720,2025,Q2,10-Q,SellingGeneralAndAdministrativeExpense,0000001800,Abbott Laboratories
2025-04-01,2025-06-30,3091000000,0001628280-25-036720,2025,Q2,10-Q,SellingGeneralAndAdministrativeExpense,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,716000000,0001628280-25-021090,2025,Q1,10-Q,ResearchAndDevelopmentExpense,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,1441000000,0001628280-25-036720,2025,Q2,10-Q,ResearchAndDevelopmentExpense,0000001800,Abbott Laboratories
2025-04-01,2025-06-30,725000000,0001628280-25-036720,2025,Q2,10-Q,ResearchAndDevelopmentExpense,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,4468000000,0001628280-25-021090,2025,Q1,10-Q,CostOfGoodsAndServicesSold,0000001800,Abbott Laboratories
2025-01-01,2025-06-30,9322000000,0001628280-25-036720,2025,Q2,10-Q,CostOfGoodsAndServicesSold,0000001800,Abbott Laboratories
2025-04-01,2025-06-30,4854000000,0001628280-25-036720,2025,Q2,10-Q,CostOfGoodsAndServicesSold,0000001800,Abbott Laboratories
2025-01-01,2025-03-31,11201000000,0000014272-25-000091,2025,Q1,10-Q,Revenues,0000014272,Bristol-Myers Squibb
2025-01-01,2025-06-30,23470000000,0000014272-25-000131,2025,Q2,10-Q,Revenues,0000014272,Bristol-Myers Squibb
2025-04-01,2025-06-30,12269000000,0000014272-25-000131,2025,Q2,10-Q,Revenues,0000014272,Bristol-Myers Squibb
2025-01-01,2025-03-31,2456000000,0000014272-25-000091,2025,Q1,10-Q,NetIncomeLoss,0000014272,Bristol-Myers Squibb
2025-01-01,2025-06-30,3766000000,0000014272-25-000131,2025,Q2,10-Q,NetIncomeLoss,0000014272,Bristol-Myers Squibb
2025-04-01,2025-06-30,1310000000,0000014272-25-000131,2025,Q2,10-Q,NetIncomeLoss,0000014272,Bristol-Myers Squibb
2025-01-01,2025-03-31,509000000,0000014272-25-000091,2025,Q1,10-Q,IncomeTaxExpenseBenefit,0000014272,Bristol-Myers Squibb
2025-01-01,2025-06-30,969000000,0000014272-25-000131,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000014272,Bristol-Myers Squibb
2025-04-01,2025-06-30,460000000,0000014272-25-000131,2025,Q2,10-Q,IncomeTaxExpenseBenefit,0000014272,Bristol-Myers Squibb
2025-01-01,2025-03-31,1012000000,0000014272-25-000091,2025,Q1,10-Q,DepreciationDepletionAndAmortization,0000014272,Bristol-Myers Squibb
2025-01-01,2025-06-30,2023000000,0000014272-25-000131,2025,Q2,10-Q,DepreciationDepletionAndAmortization,0000014272,Bristol-Myers Squibb
2025-01-01,2025-03-31,1954000000,0000014272-25-000091,2025,Q1,10-Q,NetCashProvidedByUsedInOperatingActivities,0000014272,Bristol-Myers Squibb
2025-01-01,2025-06-30,5871000000,0000014272-25-000131,2025,Q2,10-Q,NetCashProvidedByUsedInOperatingActivities,0000014272,Bristol-Myers Squibb
2025-01-01,2025-03-31,-499000000,0000014272-25-000091,2025,Q1,10-Q,NetCashProvidedByUsedInInvestingActivities,0000014272,Bristol-Myers Squibb
2025-01-01,2025-06-30,-972000000,0000014272-25-000131,2025,Q2,10-Q,NetCashProvidedByUsedInInvestingActivities,0000014272,Bristol-Myers Squibb
2025-01-01,2025-03-31,-993000000,0000014272-25-000091,2025,Q1,10-Q,NetCashProvidedByUsedInFinancingActivities,0000014272,Bristol-Myers Squibb
2025-01-01,2025-06-30,-2829000000,0000014272-25-000131,2025,Q2,10-Q,NetCashProvidedByUsedInFinancingActivities,0000014272,Bristol-Myers Squibb
2025-01-01,2025-03-31,260000000,0000014272-25-000091,2025,Q1,10-Q,PaymentsToAcquirePropertyPlantAndEquipment,0000014272,Bristol-Myers Squibb
